Site,Latitude,Longitude,Year,Month,Season,Percent_C1,Percent_C2,Percent_C3,Percent_C4,Percent_C5,Percent_C6
SRS-6,25.36462994,-81.07794623,2021,4,Dry,0.236982805,0.187898044,0.122440137,0.169538396,0.091776408,0.191364209
SRS-6,25.36462994,-81.07794623,2021,5,Dry,0.243262222,0.183608257,0.12231073,0.161747085,0.089586684,0.199485022
SRS-6,25.36462994,-81.07794623,2021,6,Wet,0.245840468,0.183723854,0.122570202,0.168399453,0.089402238,0.190063785
SRS-6,25.36462994,-81.07794623,2021,8,Wet,0.246796375,0.184510985,0.123006406,0.151984506,0.095513674,0.198188054
SRS-6,25.36462994,-81.07794623,2021,11,Wet,0.232250663,0.188180093,0.133253121,0.157321617,0.103209933,0.185784572
SRS-6,25.36462994,-81.07794623,2021,12,Dry,0.240143101,0.181946693,0.128408173,0.167417587,0.099360784,0.182723662
SRS-6,25.36462994,-81.07794623,2022,2,Dry,0.245956435,0.181303051,0.126377755,0.168961565,0.094490159,0.182911035
SRS-6,25.36462994,-81.07794623,2022,3,Dry,0.237115215,0.183768694,0.126661499,0.182345916,0.098043161,0.172065514
SRS-6,25.36462994,-81.07794623,2022,4,Dry,0.242870185,0.188405108,0.128181936,0.165164457,0.098483327,0.176894986
SRS-6,25.36462994,-81.07794623,2022,5,Dry,0.243212586,0.1879784,0.127400853,0.162789279,0.095253088,0.183365794
SRS-6,25.36462994,-81.07794623,2022,6,Wet,0.240759355,0.185508985,0.124899096,0.161927897,0.102708066,0.184196601
SRS-6,25.36462994,-81.07794623,2022,7,Wet,0.237256832,0.193261781,0.132216743,0.170282579,0.104442395,0.162539672
SRS-6,25.36462994,-81.07794623,2022,8,Wet,0.24026344,0.189625075,0.126889946,0.1662465,0.100064205,0.176910835
SRS-6,25.36462994,-81.07794623,2022,9,Wet,0.240106386,0.185726771,0.125367754,0.167625657,0.098888246,0.182285187
SRS-6,25.36462994,-81.07794623,2022,11,Wet,0.247792331,0.188753454,0.128519175,0.162258164,0.100424337,0.172252538
SRS-6,25.36462994,-81.07794623,2022,12,Dry,0.242086032,0.183297091,0.126062453,0.166083298,0.098379369,0.184091756
TS/Ph-1,25.42388762,-80.5902979,2019,7,Wet,0.242439963,0.169453711,0.125595296,0.179836712,0.089569502,0.193104817
TS/Ph-1,25.42388762,-80.5902979,2019,10,Wet,0.243530001,0.170181804,0.124113406,0.179611712,0.091711279,0.190851798
TS/Ph-1,25.42388762,-80.5902979,2019,11,Wet,0.24963792,0.166007166,0.122839154,0.179152203,0.090402791,0.191960766
TS/Ph-1,25.42388762,-80.5902979,2019,12,Dry,0.2461752,0.168582218,0.125070329,0.182276888,0.091785338,0.186110026
TS/Ph-1,25.42388762,-80.5902979,2020,1,Dry,0.249515871,0.169943585,0.124700587,0.181293348,0.092193116,0.182353493
TS/Ph-1,25.42388762,-80.5902979,2020,2,Dry,0.249590158,0.170366949,0.12861608,0.178886023,0.091507599,0.181033191
TS/Ph-1,25.42388762,-80.5902979,2020,3,Dry,0.253564466,0.170950399,0.126195654,0.176561189,0.088730569,0.183997722
TS/Ph-1,25.42388762,-80.5902979,2020,6,Wet,0.249093869,0.171969625,0.129097619,0.167759559,0.094478098,0.187601229
TS/Ph-1,25.42388762,-80.5902979,2020,7,Wet,0.247887636,0.17268892,0.124429901,0.177542277,0.088360322,0.189090944
TS/Ph-1,25.42388762,-80.5902979,2020,8,Wet,0.241700134,0.17719656,0.130947562,0.162160596,0.102297747,0.185697403
TS/Ph-1,25.42388762,-80.5902979,2020,9,Wet,0.247058839,0.172215935,0.128906678,0.177254619,0.087585303,0.186978626
TS/Ph-1,25.42388762,-80.5902979,2020,10,Wet,0.246642078,0.175698233,0.128029006,0.181306673,0.091441828,0.176882183
TS/Ph-1,25.42388762,-80.5902979,2020,11,Wet,0.247191776,0.174551624,0.129465625,0.177014403,0.090754227,0.181022345
TS/Ph-1,25.42388762,-80.5902979,2020,12,Dry,0.246534124,0.172799847,0.127251473,0.183636393,0.088770138,0.181008026
TS/Ph-1,25.42388762,-80.5902979,2021,1,Dry,0.235342979,0.175071407,0.125201392,0.192981724,0.086141163,0.185261335
TS/Ph-1,25.42388762,-80.5902979,2021,2,Dry,0.239254386,0.171307369,0.123541146,0.188886943,0.086424071,0.190586084
TS/Ph-1,25.42388762,-80.5902979,2021,3,Dry,0.242455706,0.168632895,0.124879221,0.179502057,0.085978492,0.198551629
TS/Ph-1,25.42388762,-80.5902979,2021,7,Wet,0.23932127,0.164586427,0.119026189,0.138691994,0.092172485,0.246201635
TS/Ph-1,25.42388762,-80.5902979,2021,8,Wet,0.24761465,0.173037218,0.128367091,0.170594744,0.092728573,0.187657724
TS/Ph-1,25.42388762,-80.5902979,2021,9,Wet,0.245984948,0.163684761,0.123381223,0.173626255,0.090591245,0.202731567
TS/Ph-1,25.42388762,-80.5902979,2021,12,Dry,0.239393434,0.168951776,0.128324977,0.176028675,0.093950188,0.193350951
TS/Ph-1,25.42388762,-80.5902979,2022,1,Dry,0.232420356,0.167331937,0.127788048,0.180155633,0.093949526,0.1983545
TS/Ph-1,25.42388762,-80.5902979,2022,2,Dry,0.241315071,0.169471223,0.12482864,0.183902232,0.091172041,0.189310794
TS/Ph-1,25.42388762,-80.5902979,2022,6,Wet,0.241081928,0.176310486,0.128995919,0.183611144,0.097788099,0.172212424
TS/Ph-1,25.42388762,-80.5902979,2022,7,Wet,0.237340825,0.164334237,0.122103125,0.178694719,0.089564123,0.20796297
TS/Ph-1,25.42388762,-80.5902979,2022,9,Wet,0.23909542,0.164457098,0.123921559,0.17286896,0.091081637,0.208575326
TS/Ph-1,25.42388762,-80.5902979,2022,10,Wet,0.240008895,0.176680128,0.12768652,0.190614847,0.095408305,0.169601305
TS/Ph-1,25.42388762,-80.5902979,2022,11,Wet,0.24828801,0.168889546,0.125079083,0.181541373,0.091942797,0.184259191
TS/Ph-1,25.42388762,-80.5902979,2022,12,Dry,0.246870526,0.168012885,0.124869244,0.181900308,0.091277059,0.187069978
TS/Ph-10,25.02476744,-80.68097374,2019,1,Dry,0.43325855,0.23861397,0,0.00801235,0,0.32011512
TS/Ph-10,25.02476744,-80.68097374,2019,2,Dry,0.42077165,0.23088355,0,0.02153153,0.00414317,0.32267011
TS/Ph-10,25.02476744,-80.68097374,2019,3,Dry,0.40325261,0.22838056,0.01895043,0.02628365,0.00626335,0.31686941
TS/Ph-10,25.02476744,-80.68097374,2019,4,Dry,0.43244285,0.24092213,0.00290476,0.01563056,0.00797779,0.30012191
TS/Ph-10,25.02476744,-80.68097374,2019,8,Wet,0.42722931,0.23016835,0.00052006,0.0162133,0.00333141,0.32253757
TS/Ph-10,25.02476744,-80.68097374,2019,9,Wet,0.43235554,0.22642348,0,0.01584962,0.0022182,0.32315316
TS/Ph-10,25.02476744,-80.68097374,2019,10,Wet,0.42440798,0.23332752,0,0.01918126,0.00317484,0.3199084
TS/Ph-10,25.02476744,-80.68097374,2019,12,Dry,0.40915,0.26753919,0.00324504,0,0.0075706,0.31249517
TS/Ph-10,25.02476744,-80.68097374,2020,1,Dry,0.43582519,0.23075975,0.001737642,0.008275491,0,0.323401926
TS/Ph-10,25.02476744,-80.68097374,2020,2,Dry,0.424900329,0.237982049,0,0.010551665,0.000401459,0.326164498
TS/Ph-10,25.02476744,-80.68097374,2020,3,Dry,0.424913947,0.253753336,0.004603389,0,0.005449916,0.311279412
TS/Ph-10,25.02476744,-80.68097374,2020,4,Dry,0.424764078,0.243420431,0.000810619,0.006911217,0.005083404,0.31901025
TS/Ph-10,25.02476744,-80.68097374,2020,5,Dry,0.433469251,0.23075361,0,0.014710237,0.000764773,0.320302128
TS/Ph-10,25.02476744,-80.68097374,2020,6,Wet,0.4344014,0.230956978,0,0.007594749,0.000463898,0.326582974
TS/Ph-10,25.02476744,-80.68097374,2020,7,Wet,0.202995955,0.139417955,0.103601669,0.203993796,0.063279411,0.286711214
TS/Ph-10,25.02476744,-80.68097374,2020,8,Wet,0.207949812,0.132749906,0.103856505,0.199570285,0.063898593,0.291974899
TS/Ph-10,25.02476744,-80.68097374,2020,9,Wet,0.229764805,0.141479489,0.104457259,0.206090372,0.064424657,0.253783417
TS/Ph-10,25.02476744,-80.68097374,2020,10,Wet,0.213092038,0.152418598,0.113221677,0.209702432,0.063884343,0.247680913
TS/Ph-10,25.02476744,-80.68097374,2020,11,Wet,0.229602178,0.147278898,0.107660858,0.234454727,0.065042573,0.215960765
TS/Ph-10,25.02476744,-80.68097374,2021,1,Dry,0.22928912,0.136082004,0.105624299,0.216749628,0.055645897,0.256609052
TS/Ph-10,25.02476744,-80.68097374,2021,2,Dry,0.232225239,0.139333499,0.104350013,0.217142909,0.058307822,0.248640517
TS/Ph-10,25.02476744,-80.68097374,2021,3,Dry,0.181807926,0.12584014,0.110308347,0.165577205,0.055241314,0.361225068
TS/Ph-10,25.02476744,-80.68097374,2021,4,Dry,0.200656059,0.126896994,0.104051403,0.193169613,0.05589917,0.319326762
TS/Ph-10,25.02476744,-80.68097374,2021,5,Dry,0.239152463,0.142818439,0.115670149,0.208888297,0.068395528,0.225075123
TS/Ph-10,25.02476744,-80.68097374,2021,6,Wet,0.213228467,0.145741469,0.114211876,0.182237412,0.069400855,0.275179922
TS/Ph-10,25.02476744,-80.68097374,2021,7,Wet,0.190786911,0.152843749,0.128651542,0.233311489,0.073349888,0.221056421
TS/Ph-10,25.02476744,-80.68097374,2021,8,Wet,0.192052038,0.144015475,0.120979297,0.253433302,0.065740363,0.223779525
TS/Ph-10,25.02476744,-80.68097374,2021,9,Wet,0.227077945,0.138417366,0.113352372,0.237645116,0.062459082,0.221048119
TS/Ph-10,25.02476744,-80.68097374,2021,10,Wet,0.22202056,0.140096929,0.109680492,0.243012103,0.067075631,0.218114285
TS/Ph-10,25.02476744,-80.68097374,2021,11,Wet,0.202678659,0.130043744,0.101857009,0.223746669,0.057687796,0.283986123
TS/Ph-10,25.02476744,-80.68097374,2021,12,Dry,0.225698461,0.139691384,0.102977319,0.241732816,0.058944854,0.230955166
TS/Ph-10,25.02476744,-80.68097374,2022,1,Dry,0.232878229,0.149107522,0.102414342,0.20887014,0.062468352,0.244261414
TS/Ph-10,25.02476744,-80.68097374,2022,2,Dry,0.235967309,0.142804468,0.113984663,0.133227897,0.065620429,0.308395235
TS/Ph-10,25.02476744,-80.68097374,2022,5,Dry,0.260452595,0.166732927,0.127871825,0.246326331,0.0846057,0.114010622
TS/Ph-10,25.02476744,-80.68097374,2022,6,Wet,0.32271263,0.192324551,0.132179214,0.252700646,0.100082959,0
TS/Ph-10,25.02476744,-80.68097374,2022,7,Wet,0.268379429,0.157013963,0.146737246,0.225753602,0.091216046,0.110899713
TS/Ph-11,24.91293492,-80.93798347,2019,2,Dry,0.412909578,0.241918322,0,0.016012054,0.005458192,0.323701855
TS/Ph-11,24.91293492,-80.93798347,2019,3,Dry,0.400535951,0.247619058,0.005253277,0.021402616,0.010555934,0.314633164
TS/Ph-11,24.91293492,-80.93798347,2019,4,Dry,0.415991208,0.238755955,0,0.017500326,0.002922841,0.324829671
TS/Ph-11,24.91293492,-80.93798347,2019,8,Wet,0.410035413,0.250454729,0,0.011273071,0.001905434,0.326331354
TS/Ph-11,24.91293492,-80.93798347,2019,9,Wet,0.41211079,0.249583718,0,0.014689521,0.00535958,0.31825639
TS/Ph-11,24.91293492,-80.93798347,2019,10,Wet,0.415787826,0.240528733,0.000549324,0.017298555,0.00551936,0.320316202
TS/Ph-11,24.91293492,-80.93798347,2019,11,Wet,0.413523559,0.250611732,0,0.013319945,0.007308582,0.315236183
TS/Ph-11,24.91293492,-80.93798347,2019,12,Dry,0.408401724,0.265358972,0,0.013447277,0.00414594,0.308646088
TS/Ph-11,24.91293492,-80.93798347,2020,1,Dry,0.407255461,0.24543236,0.002102607,0.006831582,0.002816127,0.335561863
TS/Ph-11,24.91293492,-80.93798347,2020,2,Dry,0.416634785,0.260090102,0,0.002848354,0.000790155,0.319636604
TS/Ph-11,24.91293492,-80.93798347,2020,4,Dry,0.41896816,0.246987367,0,0.005734983,0.005599592,0.322709898
TS/Ph-11,24.91293492,-80.93798347,2020,5,Dry,0.414628678,0.25215072,0,0.013278508,0.006468443,0.313473652
TS/Ph-11,24.91293492,-80.93798347,2020,6,Wet,0.432014483,0.230730925,0,0.011173238,0,0.326081354
TS/Ph-11,24.91293492,-80.93798347,2020,7,Wet,0.193792738,0.146330296,0.109555948,0.168800173,0.066247497,0.315273346
TS/Ph-11,24.91293492,-80.93798347,2020,9,Wet,0.20406321,0.139130376,0.089646933,0.199440241,0.065990783,0.301728457
TS/Ph-11,24.91293492,-80.93798347,2020,10,Wet,0.205545102,0.14998659,0.105200148,0.20210773,0.066897525,0.270262905
TS/Ph-11,24.91293492,-80.93798347,2020,11,Wet,0.214626551,0.140074074,0.101104993,0.212587448,0.061909049,0.269697886
TS/Ph-11,24.91293492,-80.93798347,2021,1,Dry,0.246037389,0.152504614,0.113392939,0.167822693,0.063602257,0.256640109
TS/Ph-11,24.91293492,-80.93798347,2021,2,Dry,0.244491033,0.156713717,0.115547873,0.200981455,0.069669111,0.212596811
TS/Ph-11,24.91293492,-80.93798347,2021,3,Dry,0.222475502,0.132484735,0.107796773,0.149997851,0.062416073,0.324829066
TS/Ph-11,24.91293492,-80.93798347,2021,4,Dry,0.202227345,0.154386187,0.120140262,0.202798741,0.064802894,0.255644572
TS/Ph-11,24.91293492,-80.93798347,2021,5,Dry,0.231787037,0.14839553,0.111443402,0.230510882,0.07102503,0.20683812
TS/Ph-11,24.91293492,-80.93798347,2021,6,Wet,0.213215419,0.141399207,0.104544758,0.18611762,0.066103173,0.288619823
TS/Ph-11,24.91293492,-80.93798347,2021,7,Wet,0.212572457,0.164056848,0.126568678,0.24528394,0.080585712,0.170932365
TS/Ph-11,24.91293492,-80.93798347,2021,8,Wet,0.175008519,0.1533982,0.115268011,0.207469271,0.067660691,0.281195308
TS/Ph-11,24.91293492,-80.93798347,2021,9,Wet,0.226695964,0.160827948,0.110960615,0.236953796,0.07390829,0.190653388
TS/Ph-11,24.91293492,-80.93798347,2021,10,Wet,0.226041113,0.1640052,0.119772521,0.216835909,0.079963379,0.193381877
TS/Ph-11,24.91293492,-80.93798347,2021,11,Wet,0.254738501,0.154910533,0.108990602,0.207258387,0.073268613,0.200833365
TS/Ph-11,24.91293492,-80.93798347,2021,12,Dry,0.239430154,0.158667347,0.117174037,0.219251315,0.072342912,0.193134234
TS/Ph-11,24.91293492,-80.93798347,2022,1,Dry,0.234992596,0.162304324,0.123481458,0.210929456,0.074074137,0.194218029
TS/Ph-11,24.91293492,-80.93798347,2022,2,Dry,0.224320925,0.159134249,0.121760751,0.201310386,0.074439173,0.219034517
TS/Ph-11,24.91293492,-80.93798347,2022,3,Dry,0.304262312,0.196128311,0.148176278,0.184363605,0.130025455,0.037044039
TS/Ph-11,24.91293492,-80.93798347,2022,4,Dry,0.28642062,0.171205141,0.144963205,0.177382449,0.143486829,0.076541759
TS/Ph-11,24.91293492,-80.93798347,2022,5,Dry,0.312695816,0.231445167,0.073145054,0.221034709,0.161679253,0
TS/Ph-11,24.91293492,-80.93798347,2022,6,Wet,0.25537012,0.155039159,0.122250276,0.212148899,0.077522656,0.17766889
TS/Ph-2,25.40357188,-80.60690341,2019,7,Wet,0.244883704,0.165509763,0.127305778,0.184631463,0.088965866,0.188703425
TS/Ph-2,25.40357188,-80.60690341,2019,12,Dry,0.250372555,0.165893881,0.125301959,0.179600308,0.090848688,0.187982609
TS/Ph-2,25.40357188,-80.60690341,2020,1,Dry,0.243104517,0.16710627,0.121396682,0.191774609,0.084947022,0.191670901
TS/Ph-2,25.40357188,-80.60690341,2020,2,Dry,0.253027306,0.17068367,0.127389726,0.179218954,0.093376723,0.176303621
TS/Ph-2,25.40357188,-80.60690341,2020,7,Wet,0.243893723,0.168020123,0.124364687,0.15820849,0.088477588,0.217035389
TS/Ph-2,25.40357188,-80.60690341,2020,8,Wet,0.240788369,0.168584755,0.124871267,0.195039772,0.087422634,0.183293204
TS/Ph-2,25.40357188,-80.60690341,2020,9,Wet,0.242149508,0.170649306,0.131443196,0.184144635,0.085958776,0.18565458
TS/Ph-2,25.40357188,-80.60690341,2020,10,Wet,0.243138069,0.163463894,0.123856518,0.187025162,0.080874922,0.201641433
TS/Ph-2,25.40357188,-80.60690341,2020,11,Wet,0.249210815,0.171402045,0.1261712,0.189944653,0.083780531,0.179490756
TS/Ph-2,25.40357188,-80.60690341,2020,12,Dry,0.242968548,0.171665985,0.129382165,0.180629476,0.082908882,0.192444943
TS/Ph-2,25.40357188,-80.60690341,2021,1,Dry,0.243915364,0.174211065,0.125240429,0.194872024,0.082560938,0.17920018
TS/Ph-2,25.40357188,-80.60690341,2021,2,Dry,0.242683769,0.174548067,0.126450299,0.192831821,0.085178776,0.178307268
TS/Ph-2,25.40357188,-80.60690341,2021,3,Dry,0.24587937,0.169639845,0.122561188,0.194308007,0.083021091,0.184590499
TS/Ph-2,25.40357188,-80.60690341,2021,4,Dry,0.254374915,0.167862042,0.129562392,0.1771554,0.0911879,0.179857351
TS/Ph-2,25.40357188,-80.60690341,2021,7,Wet,0.253791582,0.166934856,0.125301818,0.168468606,0.093013313,0.192489825
TS/Ph-2,25.40357188,-80.60690341,2021,8,Wet,0.250846131,0.168024803,0.125878614,0.173213469,0.091379605,0.190657378
TS/Ph-2,25.40357188,-80.60690341,2022,1,Dry,0.239205842,0.171504074,0.125647277,0.200171532,0.091106366,0.172364909
TS/Ph-2,25.40357188,-80.60690341,2022,2,Dry,0.249570043,0.173306258,0.121463166,0.197283011,0.086531851,0.171845671
TS/Ph-2,25.40357188,-80.60690341,2022,3,Dry,0.250736499,0.169349652,0.125221494,0.181735919,0.086915749,0.186040687
TS/Ph-2,25.40357188,-80.60690341,2022,4,Dry,0.241123835,0.167963959,0.127048454,0.186544074,0.093354266,0.183965412
TS/Ph-2,25.40357188,-80.60690341,2022,5,Dry,0.243032721,0.165103446,0.125267562,0.172330459,0.08965025,0.204615561
TS/Ph-2,25.40357188,-80.60690341,2022,6,Wet,0.228951613,0.162137205,0.126816822,0.176991785,0.09247995,0.212622625
TS/Ph-2,25.40357188,-80.60690341,2022,7,Wet,0.242224756,0.1685508,0.125235289,0.196647045,0.086715402,0.180626708
TS/Ph-2,25.40357188,-80.60690341,2022,8,Wet,0.245000246,0.16890847,0.127051278,0.192756846,0.084952958,0.181330201
TS/Ph-2,25.40357188,-80.60690341,2022,11,Wet,0.24254125,0.166198813,0.124674235,0.194033283,0.082197427,0.190354991
TS/Ph-2,25.40357188,-80.60690341,2022,12,Dry,0.209900896,0.150953192,0.171858626,0.193054013,0.081132481,0.193100792
TS/Ph-3,25.25240534,-80.66271768,2019,7,Wet,0.235260293,0.156807966,0.134414243,0.181319861,0.085901169,0.206296467
TS/Ph-3,25.25240534,-80.66271768,2020,8,Wet,0.242711691,0.157287084,0.130464317,0.176764531,0.089644189,0.203128187
TS/Ph-3,25.25240534,-80.66271768,2020,9,Wet,0.230411268,0.1551664,0.126146084,0.176010493,0.086197747,0.226068007
TS/Ph-3,25.25240534,-80.66271768,2020,10,Wet,0.237786053,0.163380512,0.128897061,0.159914137,0.092787759,0.217234478
TS/Ph-3,25.25240534,-80.66271768,2020,11,Wet,0.237748199,0.16974848,0.132981427,0.16193444,0.094446151,0.203141302
TS/Ph-3,25.25240534,-80.66271768,2020,12,Dry,0.241314316,0.166369078,0.129943247,0.1547736,0.093418776,0.214180984
TS/Ph-3,25.25240534,-80.66271768,2021,1,Dry,0.2411403,0.16728413,0.12962002,0.16547122,0.09168538,0.20479896
TS/Ph-3,25.25240534,-80.66271768,2021,2,Dry,0.23947099,0.15972916,0.12863414,0.17398981,0.09030819,0.2078677
TS/Ph-3,25.25240534,-80.66271768,2021,3,Dry,0.24169246,0.16563561,0.12894957,0.18414419,0.09109804,0.18848014
TS/Ph-3,25.25240534,-80.66271768,2021,4,Dry,0.24053701,0.15863051,0.13044961,0.18701643,0.08998424,0.19338221
TS/Ph-3,25.25240534,-80.66271768,2021,6,Wet,0.23603887,0.14497929,0.12791132,0.1952515,0.08600767,0.20981136
TS/Ph-3,25.25240534,-80.66271768,2021,7,Wet,0.25064062,0.15731828,0.13301803,0.18319021,0.09176892,0.18406393
TS/Ph-3,25.25240534,-80.66271768,2021,8,Wet,0.24245725,0.16028328,0.12750667,0.18542128,0.09083071,0.19350082
TS/Ph-3,25.25240534,-80.66271768,2021,11,Wet,0.24315736,0.17282195,0.13201479,0.16879468,0.09872452,0.18448671
TS/Ph-3,25.25240534,-80.66271768,2022,1,Dry,0.237907386,0.16669815,0.133065078,0.180304792,0.096645637,0.185378957
TS/Ph-3,25.25240534,-80.66271768,2022,2,Dry,0.240670267,0.167655592,0.131624109,0.181893252,0.096021855,0.182134925
TS/Ph-3,25.25240534,-80.66271768,2022,3,Dry,0.238329401,0.163734292,0.128781241,0.18455281,0.092849723,0.191752532
TS/Ph-3,25.25240534,-80.66271768,2022,5,Dry,0.243168,0.157382714,0.133673328,0.187719838,0.094397974,0.183658146
TS/Ph-3,25.25240534,-80.66271768,2022,6,Wet,0.23123742,0.157483499,0.130351415,0.173885817,0.095857311,0.211184538
TS/Ph-3,25.25240534,-80.66271768,2022,7,Wet,0.229391507,0.153713095,0.126299257,0.166483476,0.090404714,0.233707952
TS/Ph-3,25.25240534,-80.66271768,2022,8,Wet,0.243182977,0.161319789,0.1304894,0.183032882,0.094466332,0.18750862
TS/Ph-3,25.25240534,-80.66271768,2022,9,Wet,0.234367898,0.155993609,0.127685475,0.181246917,0.090905787,0.209800313
TS/Ph-3,25.25240534,-80.66271768,2022,10,Wet,0.24362504,0.171059921,0.136133155,0.187169052,0.102641014,0.159371819
TS/Ph-3,25.25240534,-80.66271768,2022,11,Wet,0.234712982,0.159449811,0.132507452,0.17656235,0.093551875,0.203215531
TS/Ph-3,25.25240534,-80.66271768,2022,12,Dry,0.233969848,0.161732629,0.134870179,0.176709307,0.091783415,0.200934622
TS/Ph-6,25.21418102,-80.6490792,2019,4,Dry,0.23212081,0.17246193,0.12007809,0.19052552,0.08438104,0.20043261
TS/Ph-6,25.21418102,-80.6490792,2019,8,Wet,0.24235581,0.1739693,0.1316331,0.15052012,0.10428056,0.19724112
TS/Ph-6,25.21418102,-80.6490792,2019,9,Wet,0.2532907,0.16909677,0.1304153,0.15531617,0.10271518,0.18916588
TS/Ph-6,25.21418102,-80.6490792,2019,10,Wet,0.2430951,0.17294358,0.1274827,0.14970725,0.10970699,0.19706438
TS/Ph-6,25.21418102,-80.6490792,2019,11,Wet,0.24453665,0.17258853,0.12700744,0.1497575,0.1077254,0.19838449
TS/Ph-6,25.21418102,-80.6490792,2020,1,Dry,0.246396205,0.168067654,0.130794241,0.177436836,0.09514146,0.182163604
TS/Ph-6,25.21418102,-80.6490792,2020,3,Dry,0.242900908,0.170536545,0.125216305,0.186620735,0.088306151,0.186419356
TS/Ph-6,25.21418102,-80.6490792,2020,5,Dry,0.240334105,0.197877038,0.115347674,0.104108981,0.123082313,0.219249891
TS/Ph-6,25.21418102,-80.6490792,2020,6,Wet,0.244310566,0.171275553,0.130701008,0.169740428,0.100024312,0.183948133
TS/Ph-6,25.21418102,-80.6490792,2020,7,Wet,0.248408848,0.170541547,0.127302419,0.179776563,0.100453704,0.173516919
TS/Ph-6,25.21418102,-80.6490792,2020,8,Wet,0.241996316,0.170546159,0.128393055,0.176216195,0.098671879,0.184176397
TS/Ph-6,25.21418102,-80.6490792,2020,9,Wet,0.250289215,0.166824575,0.129816379,0.169916006,0.097741978,0.185411846
TS/Ph-6,25.21418102,-80.6490792,2020,10,Wet,0.246930597,0.161682197,0.128183318,0.170137078,0.095229598,0.197837212
TS/Ph-6,25.21418102,-80.6490792,2020,11,Wet,0.247828516,0.167959569,0.124946133,0.169193212,0.094488308,0.195584262
TS/Ph-6,25.21418102,-80.6490792,2020,12,Dry,0.243319143,0.173167103,0.129573328,0.152061073,0.09887696,0.203002394
TS/Ph-6,25.21418102,-80.6490792,2021,1,Dry,0.239654741,0.173809455,0.127847665,0.182743063,0.095010955,0.18093412
TS/Ph-6,25.21418102,-80.6490792,2021,2,Dry,0.2366186,0.165953922,0.125547642,0.192869747,0.091804412,0.187205677
TS/Ph-6,25.21418102,-80.6490792,2021,3,Dry,0.240641945,0.170383154,0.129314217,0.185328076,0.097592961,0.176739648
TS/Ph-6,25.21418102,-80.6490792,2021,4,Dry,0.239712934,0.18535192,0.124147695,0.153157836,0.107587758,0.190041856
TS/Ph-6,25.21418102,-80.6490792,2021,7,Wet,0.238153102,0.155915845,0.118323056,0.213473943,0.067228391,0.206905664
TS/Ph-6,25.21418102,-80.6490792,2021,8,Wet,0.247724438,0.168587663,0.129201939,0.169809204,0.099420087,0.18525667
TS/Ph-6,25.21418102,-80.6490792,2022,1,Dry,0.238299652,0.169851671,0.131838217,0.177931923,0.098685758,0.183392778
TS/Ph-6,25.21418102,-80.6490792,2022,2,Dry,0.252259301,0.170553929,0.134004076,0.159162132,0.09432053,0.189700031
TS/Ph-6,25.21418102,-80.6490792,2022,5,Dry,0.246042015,0.175051091,0.130302574,0.166334285,0.100019308,0.182250727
TS/Ph-6,25.21418102,-80.6490792,2022,6,Wet,0.247406359,0.173714716,0.13068515,0.161601463,0.114729004,0.171863308
TS/Ph-6,25.21418102,-80.6490792,2022,7,Wet,0.247265105,0.167251916,0.132380248,0.172864491,0.102700454,0.177537787
TS/Ph-6,25.21418102,-80.6490792,2022,10,Wet,0.256048102,0.176630139,0.133772719,0.156082035,0.112204306,0.165262701
TS/Ph-6,25.21418102,-80.6490792,2022,12,Dry,0.239185431,0.177572618,0.125677042,0.147081167,0.110950383,0.199533359
TS/Ph-7,25.19080491,-80.63910514,2019,4,Dry,0.244877527,0.166346551,0.12106074,0.217120751,0.072998172,0.17759626
TS/Ph-7,25.19080491,-80.63910514,2019,6,Wet,0.24335151,0.183635146,0.136368949,0.118346665,0.105793931,0.212503798
TS/Ph-7,25.19080491,-80.63910514,2019,7,Wet,0.244829963,0.171572306,0.125738715,0.167328431,0.097723451,0.192807134
TS/Ph-7,25.19080491,-80.63910514,2019,9,Wet,0.242896874,0.159352701,0.122631799,0.205633725,0.080067985,0.189416916
TS/Ph-7,25.19080491,-80.63910514,2019,11,Wet,0.241848307,0.170429709,0.123625006,0.176611665,0.096580427,0.190904886
TS/Ph-7,25.19080491,-80.63910514,2020,1,Dry,0.24035269,0.165241754,0.121905303,0.209858413,0.076367335,0.186274506
TS/Ph-7,25.19080491,-80.63910514,2020,3,Dry,0.249470275,0.154030111,0.111079663,0.225036098,0.066851137,0.193532716
TS/Ph-7,25.19080491,-80.63910514,2020,5,Dry,0.241063701,0.169073042,0.120927886,0.187856074,0.081348181,0.199731116
TS/Ph-7,25.19080491,-80.63910514,2020,6,Wet,0.243396609,0.173260043,0.126169103,0.173981073,0.098658412,0.18453476
TS/Ph-7,25.19080491,-80.63910514,2020,7,Wet,0.246969213,0.175289381,0.125617906,0.159551174,0.104904507,0.18766782
TS/Ph-7,25.19080491,-80.63910514,2020,8,Wet,0.238490867,0.180944097,0.126812816,0.142647677,0.113011747,0.198092796
TS/Ph-7,25.19080491,-80.63910514,2020,9,Wet,0.243623861,0.172963537,0.131146525,0.162709032,0.094992681,0.194564364
TS/Ph-7,25.19080491,-80.63910514,2020,10,Wet,0.236285993,0.174509543,0.126105679,0.147635462,0.108513909,0.206949415
TS/Ph-7,25.19080491,-80.63910514,2020,12,Dry,0.239622945,0.177853613,0.128931966,0.133492265,0.10575619,0.21434302
TS/Ph-7,25.19080491,-80.63910514,2021,1,Dry,0.235745668,0.177050925,0.125215469,0.166173851,0.100099787,0.1957143
